Concat,"VLOOKUP(A2,[BRA2022111050006_INV_INV.xlsx]SISFAC!$R:$R,1,0)",Concat POLine,Project,PO,PN,PO Line,Description, Qty ,Unit price,Total,Plant,Concatenate,Huawei commitment (CPD),PL,ETA Foxconn,Modal,Status,Were used,Forecast
96600013660807234040000EMS02Q20000778HWA0008K,#N/A,9.66E+12,ONT,9660001366,8072340,880,SMD Ceramic Capacitor 6.3V 2200nF +/-20,40000,0.0014,56, 451U ,9.66E+22,10/13/2022,EMS02Q20000778HWA0008K,11/20/2022, AIR ,Transit,02312VMP-2,12/1/2022
96600013660807234145000EMS02Q20000778HWA0008K,#N/A,9.66E+12,ONT,9660001366,8072341,890,SMD Ceramic Capacitor 100V 100nF 10% X7R,45000,0.0025,112.5, 451U ,9.66E+22,10/13/2022,EMS02Q20000778HWA0008K,11/20/2022, AIR ,Transit,02312VMP-2,12/1/2022
96600013660807234217056EMS02Q20000778HWA0008K,#N/A,9.66E+12,ONT,9660001366,8072342,900,SMD Ceramic Capacitor 25V 0.1nF +/-5%,17056,0.0004,6.8224, 451U ,9.66E+22,10/13/2022,EMS02Q20000778HWA0008K,11/20/2022, AIR ,Transit,02312VMP-2,12/1/2022
966000136608072343105000EMS02Q20000778HWA0006K,#N/A,9.66E+12,ONT,9660001366,8072343,910,SMD ceramicCapacitor 6.3V 100nF +/-10%,105000,0.0004,42, 451U ,9.66E+23,10/15/2022,EMS02Q20000778HWA0006K,12/7/2022, AIR ,Transit,02312VMP-2,12/1/2022
96600013660807234515000EMS02Q20000778HWA0006K,#N/A,9.66E+12,ONT,9660001366,8072345,920,SMD Ceramic Capacitor 6.3V 220nF +/-20%,15000,0.0008,12, 451U ,9.66E+22,10/15/2022,EMS02Q20000778HWA0006K,12/7/2022, AIR ,Transit,02312VMP-2,12/1/2022
966000136608072346120000EMS02Q20000778HWA0006K,#N/A,9.66E+12,ONT,9660001366,8072346,930,SMD Ceramic Capacitor 6.3V 4700nF +/-20,120000,0.002,240, 451U ,9.66E+23,10/15/2022,EMS02Q20000778HWA0006K,12/7/2022, AIR ,Transit,02312VMP-2,12/1/2022
966000136608072354220000EMS02Q20000778HWA0006K,#N/A,9.66E+12,ONT,9660001366,8072354,940,SMD Ceramic Capacitor 6.3V 22000nF 20% X,220000,0.0053,"1,166.00", 451U ,9.66E+23,10/15/2022,EMS02Q20000778HWA0006K,12/7/2022, AIR ,Transit,02312VMP-2,12/1/2022
966000136608072362225000EMS02Q20000778HWA0006K,#N/A,9.66E+12,ONT,9660001366,8072362,950,SMD Ceramic Capacitor 25V 0.01nF +/-5%,225000,0.0004,90, 451U ,9.66E+23,10/15/2022,EMS02Q20000778HWA0006K,12/7/2022, AIR ,Transit,02312VMP-2,12/1/2022
96600013661007001921584EMS02Q20000778HWA0006K,#N/A,9.66E+12,ONT,9660001366,10070019,960,"EMI beads,+/-25,1000ohm,1.25ohm,0.25A,04",21584,0.0031,66.9104, 451U ,9.66E+22,10/15/2022,EMS02Q20000778HWA0006K,12/7/2022, AIR ,Transit,02312VMP-2,12/1/2022
9660001366100700305EMS02Q20000778HWA0006K,#N/A,9.66E+12,ONT,9660001366,10070030,970,EMI Bead 25% 220ohm 1ohm 0.25A  0402 900,5,0.0042,0.021, 451U ,9.66E+18,10/15/2022,EMS02Q20000778HWA0006K,12/7/2022, AIR ,Transit,02312VMP-2,12/1/2022
96600013661010005120000EMS02Q20000778HWA0006K,#N/A,9.66E+12,ONT,9660001366,10100051,980,Mobile Dedicated EMI beads 600ohm 25% 0.,20000,0.0008,16, 451U ,9.66E+22,10/15/2022,EMS02Q20000778HWA0006K,12/7/2022, AIR ,Transit,02312VMP-2,12/1/2022
